County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle CAFV Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
King,Shoreline,WA,98155,2022,FORD,MUSTANG MACH-E,1,3,0,0,32,225772683,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033020600
King,Seattle,WA,98125,2016,KIA,SOUL,1,1,93,31950,46,476094671,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000201
King,Seattle,WA,98115,2024,KIA,EV6,1,3,0,0,46,269515662,-122.3008235 47.6862671,CITY OF SEATTLEWACITY OF TACOMAWA,53033002000
King,Kirkland,WA,98034,2024,POLESTAR,PS2,1,3,0,0,45,268814829,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021903
King,Kirkland,WA,98034,2022,VOLVO,XC40,1,3,0,0,45,192645967,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021904
King,Seattle,WA,98115,2013,CHEVROLET,VOLT,0,1,38,0,46,349835013,-122.3008235 47.6862671,CITY OF SEATTLEWACITY OF TACOMAWA,53033002000
King,Bothell,WA,98011,2023,TESLA,MODEL Y,1,3,0,0,1,240457241,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021905
King,Bellevue,WA,98004,2023,TESLA,MODEL X,1,3,0,0,48,226072003,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Kent,WA,98042,2024,HONDA,PROLOGUE,1,3,0,0,47,271616523,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031707
Clark,La Center,WA,98629,2013,NISSAN,LEAF,1,1,75,0,18,162684987,-122.631475 45.887713,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040201
King,Seattle,WA,98125,2016,TESLA,MODEL S,1,1,210,0,46,124918370,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Sammamish,WA,98075,2023,TESLA,MODEL Y,1,3,0,0,41,259436733,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032224
Stevens,Nine Mile Falls,WA,99026,2022,TESLA,MODEL Y,1,3,0,0,7,208514939,-117.6098695 47.8047804,NO KNOWN ELECTRIC UTILITY SERVICE,53065951402
King,Bellevue,WA,98004,2022,TESLA,MODEL Y,1,3,0,0,48,197397364,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024002
King,Kent,WA,98031,2023,TESLA,MODEL Y,1,3,0,0,47,241595994,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029403
King,Shoreline,WA,98155,2024,TESLA,MODEL 3,1,3,0,0,32,264841377,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033020500
Kitsap,Bainbridge Island,WA,98110,2021,VOLVO,XC60,0,2,18,0,23,137091349,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090800
King,Seattle,WA,98144,2016,NISSAN,LEAF,1,1,84,0,37,348960531,-122.3016563 47.5858977,CITY OF SEATTLEWACITY OF TACOMAWA,53033009400
King,Sammamish,WA,98075,2024,TESLA,MODEL Y,1,3,0,0,41,264515667,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032211
Jefferson,Port Townsend,WA,98368,2019,CHEVROLET,BOLT EV,1,1,238,0,24,5034802,-122.7862046 48.1129794,BONNEVILLE POWER ADMINISTRATIONPUGET SOUND ENERGY INCPUD NO 1 OF JEFFERSON COUNTY,53031950603
Stevens,Nine Mile Falls,WA,99026,2018,TESLA,MODEL 3,1,1,215,0,7,156857522,-117.6098695 47.8047804,NO KNOWN ELECTRIC UTILITY SERVICE,53065951402
King,Redmond,WA,98052,2024,HYUNDAI,IONIQ 5,1,3,0,0,48,257535939,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022605
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,1,3,0,0,41,257509080,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024905
King,Newcastle,WA,98056,2024,HYUNDAI,KONA ELECTRIC,1,3,0,0,41,264536135,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024703
King,Bellevue,WA,98005,2022,PORSCHE,TAYCAN,1,3,0,0,48,197495392,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023701
Kitsap,Bainbridge Island,WA,98110,2017,CHEVROLET,BOLT EV,1,1,238,0,23,207277948,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090800
Clark,Vancouver,WA,98685,2021,CHRYSLER,PACIFICA,0,1,32,0,18,186579193,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040910
Thurston,Tumwater,WA,98501,2023,FORD,F-150,1,3,0,0,22,263042762,-122.8733203 47.0133209,PUGET SOUND ENERGY INC,53067010801
Snohomish,Lynnwood,WA,98087,2023,MERCEDES-BENZ,EQB-CLASS,1,3,0,0,21,260337584,-122.27336 47.861417,PUGET SOUND ENERGY INC,53061041816
King,Bellevue,WA,98005,2018,TESLA,MODEL 3,1,1,215,0,48,475754758,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022805
King,Redmond,WA,98052,2020,TESLA,MODEL Y,1,1,291,0,45,126025119,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Seattle,WA,98177,2024,HYUNDAI,IONIQ 5,1,3,0,0,32,268112148,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000500
King,Redmond,WA,98052,2016,TESLA,MODEL S,1,1,210,0,45,230675945,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032330
King,Redmond,WA,98052,2014,BMW,I3,0,1,72,0,45,177993665,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Shoreline,WA,98133,2021,TESLA,MODEL 3,1,3,0,0,32,176522440,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033020700
King,Seattle,WA,98107,2023,RIVIAN,R1S,1,3,0,0,36,249620871,-122.38591 47.67597,CITY OF SEATTLEWACITY OF TACOMAWA,53033004703
Clark,Vancouver,WA,98683,2021,TESLA,MODEL Y,1,3,0,0,17,266789631,-122.515805 45.604689,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041310
King,Kirkland,WA,98033,2021,TESLA,MODEL 3,1,3,0,0,48,149369692,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022603
Island,Oak Harbor,WA,98277,2013,TESLA,MODEL S,1,1,208,69900,10,206191534,-122.6447164 48.3015146,PUGET SOUND ENERGY INC,53029970800
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,236276659,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Clark,Vancouver,WA,98686,2023,TESLA,MODEL 3,1,3,0,0,49,251486525,-122.626623 45.711724,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040803
Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,1,1,220,0,1,297667275,-122.2107298 47.7977268,PUGET SOUND ENERGY INC,53061051937
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,236275147,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
Kitsap,Bainbridge Island,WA,98110,2023,RIVIAN,R1T,1,3,0,0,23,268062392,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035091002
King,Bellevue,WA,98006,2022,TESLA,MODEL Y,1,3,0,0,41,219661431,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024701
King,Bellevue,WA,98004,2024,TOYOTA,PRIUS PRIME,0,1,39,0,41,262806757,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Lake Forest Park,WA,98155,2023,TESLA,MODEL Y,1,3,0,0,46,261376937,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021400
King,Shoreline,WA,98133,2019,BMW,530E,0,2,15,55700,32,261589282,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033020700
King,Kirkland,WA,98033,2022,TESLA,MODEL Y,1,3,0,0,48,203210864,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022603
King,Bothell,WA,98011,2022,TESLA,MODEL Y,1,3,0,0,1,192321734,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022001
Clark,Vancouver,WA,98664,2024,TESLA,MODEL 3,1,3,0,0,49,265817709,-122.575383 45.620105,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041208
Clark,Vancouver,WA,98686,2013,FORD,FUSION,0,2,19,0,17,256856932,-122.626623 45.711724,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040412
King,Tukwila,WA,98188,2023,JEEP,WRANGLER,0,2,21,0,11,236689778,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98033,2023,TESLA,MODEL 3,1,3,0,0,45,236391760,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,1,3,0,0,41,241595854,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024904
King,Seattle,WA,98125,2019,NISSAN,LEAF,1,1,150,0,46,2186320,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000202
Clark,Vancouver,WA,98685,2023,TESLA,MODEL 3,1,3,0,0,18,236456720,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040905
King,Seattle,WA,98133,2013,FORD,C-MAX,0,2,19,0,32,208315565,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000402
King,Issaquah,WA,98029,2020,TESLA,MODEL X,1,1,289,0,5,112022900,-122.0209893 47.5632565,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032220
Thurston,Olympia,WA,98512,2018,TESLA,MODEL 3,1,1,215,0,35,110432815,-122.957046 46.991391,PUGET SOUND ENERGY INC,53067011810
Clark,Vancouver,WA,98685,2023,TESLA,MODEL 3,1,3,0,0,18,259871937,-122.688741 45.711311,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040909
Clark,Vancouver,WA,98662,2024,TESLA,MODEL Y,1,3,0,0,17,269066213,-122.579351 45.671668,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040709
King,Tukwila,WA,98188,2024,JEEP,WRANGLER,0,2,21,0,11,262590821,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kirkland,WA,98033,2023,SUBARU,SOLTERRA,1,3,0,0,45,228679902,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
King,Kirkland,WA,98034,2022,TESLA,MODEL 3,1,3,0,0,45,195883929,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Bellevue,WA,98006,2018,TESLA,MODEL 3,1,1,215,0,41,335800300,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024704
King,Tukwila,WA,98188,2023,CHRYSLER,PACIFICA,0,1,32,0,11,244390723,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Federal Way,WA,98023,2022,TESLA,MODEL Y,1,3,0,0,30,218456220,-122.3581348 47.3097552,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030102
King,Redmond,WA,98052,2022,TESLA,MODEL Y,1,3,0,0,48,187403254,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022802
King,Seattle,WA,98109,2023,HYUNDAI,IONIQ 5,1,3,0,0,36,245730362,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007203
Clark,Vancouver,WA,98686,2024,PORSCHE,TAYCAN,1,3,0,0,17,260953745,-122.626623 45.711724,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040811
King,Seattle,WA,98125,2021,CHEVROLET,BOLT EV,1,3,0,0,46,153997329,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000201
Clark,Vancouver,WA,98684,2023,HYUNDAI,KONA ELECTRIC,1,3,0,0,17,218847506,-122.5241377 45.6278995,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041317
King,Mercer Island,WA,98040,2024,BMW,X5,0,1,39,0,41,266668489,-122.2283088 47.5737238,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024302
Clark,Vancouver,WA,98682,2023,TOYOTA,RAV4 PRIME,0,1,42,0,17,257795520,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041334
King,Bellevue,WA,98006,2023,TESLA,MODEL Y,1,3,0,0,41,251352006,-122.144149 47.560742,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024905
King,Kent,WA,98031,2024,HYUNDAI,KONA ELECTRIC,1,3,0,0,47,262416339,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029408
King,Bellevue,WA,98004,2021,TESLA,MODEL S,1,3,0,0,41,183301954,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023901
King,Kirkland,WA,98034,2021,TESLA,MODEL 3,1,3,0,0,1,148321554,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022300
Cowlitz,Longview,WA,98632,2023,JEEP,WRANGLER,0,2,21,0,19,267342911,-122.973463 46.15445,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF COWLITZ COUNTY,53015000400
King,Redmond,WA,98052,2018,TESLA,MODEL 3,1,1,215,0,45,476048198,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
Clark,La Center,WA,98629,2023,CHEVROLET,BOLT EUV,1,3,0,0,20,257706438,-122.631475 45.887713,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040203
King,Seatac,WA,98148,2022,TESLA,MODEL 3,1,3,0,0,33,269778358,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
Kitsap,Bainbridge Island,WA,98110,2013,TOYOTA,PRIUS PLUG-IN,0,2,6,0,23,121894475,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090700
Kitsap,Bainbridge Island,WA,98110,2021,VOLKSWAGEN,ID.4,1,3,0,0,23,171204841,-122.5305071 47.6400595,PUGET SOUND ENERGY INC,53035090901
Clark,Vancouver,WA,98682,2018,TESLA,MODEL 3,1,1,215,0,17,257918482,-122.5286031 45.6686601,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040713
Jefferson,Port Townsend,WA,98368,2013,FORD,C-MAX,0,2,19,0,24,161633230,-122.7862046 48.1129794,BONNEVILLE POWER ADMINISTRATIONPUGET SOUND ENERGY INCPUD NO 1 OF JEFFERSON COUNTY,53031950501
King,Kirkland,WA,98034,2022,TESLA,MODEL Y,1,3,0,0,1,203099158,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022300
King,Seattle,WA,98178,2015,NISSAN,LEAF,1,1,84,0,37,218799059,-122.2453 47.499708,CITY OF SEATTLEWACITY OF TACOMAWA,53033011902
King,Renton,WA,98056,2022,TESLA,MODEL 3,1,3,0,0,41,204116692,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025304
Kitsap,Silverdale,WA,98383,2022,FORD,MUSTANG MACH-E,1,3,0,0,23,203410833,-122.7035285 47.660204,PUGET SOUND ENERGY INC,53035091302
King,Seattle,WA,98133,2023,VOLKSWAGEN,ID.4,1,3,0,0,32,228725073,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000402
King,Renton,WA,98056,2022,TESLA,MODEL Y,1,3,0,0,41,202063781,-122.1819876 47.5098889,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025304
King,Seattle,WA,98115,2015,TOYOTA,PRIUS PLUG-IN,0,2,6,0,43,478161904,-122.3008235 47.6862671,CITY OF SEATTLEWACITY OF TACOMAWA,53033002600
King,Seattle,WA,98125,2023,TESLA,MODEL Y,1,3,0,0,46,227325094,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033002200
King,Sammamish,WA,98074,2023,VOLVO,XC40,1,3,0,0,45,238236841,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032318
King,Seattle,WA,98125,2022,NISSAN,LEAF,1,3,0,0,46,196701991,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000300
Thurston,Olympia,WA,98501,2023,FORD,MUSTANG MACH-E,1,3,0,0,22,261296472,-122.8733203 47.0133209,PUGET SOUND ENERGY INC,53067010400
Clark,Vancouver,WA,98662,2023,TESLA,MODEL Y,1,3,0,0,17,257678011,-122.579351 45.671668,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040703
King,Kirkland,WA,98033,2017,CHEVROLET,BOLT EV,1,1,238,0,48,348879632,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022501
King,Bellevue,WA,98004,2024,TESLA,MODEL Y,1,3,0,0,48,264572514,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
King,Shoreline,WA,98155,2021,VOLVO,XC90,0,2,18,0,32,262924399,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033021400
King,Kirkland,WA,98033,2020,TESLA,MODEL 3,1,1,322,0,45,104320730,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
King,Bellevue,WA,98004,2024,HYUNDAI,TUCSON,0,1,33,0,48,262754348,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033024001
Clark,Washougal,WA,98671,2017,CHEVROLET,BOLT EV,1,1,238,0,18,104272066,-122.317523 45.595997,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011040510
King,Seattle,WA,98144,2024,TESLA,MODEL Y,1,3,0,0,37,266990167,-122.3016563 47.5858977,CITY OF SEATTLEWACITY OF TACOMAWA,53033009500
Thurston,Olympia,WA,98502,2020,TESLA,MODEL 3,1,1,322,0,22,103302195,-122.92333 47.03779,PUGET SOUND ENERGY INC,53067010520
King,Burien,WA,98146,2023,TESLA,MODEL Y,1,3,0,0,34,260043948,-122.3551826 47.5000521,CITY OF SEATTLEWACITY OF TACOMAWA,53033027500
Kitsap,Silverdale,WA,98383,2023,MINI,HARDTOP,1,3,0,0,23,271714418,-122.7035285 47.660204,PUGET SOUND ENERGY INC,53035091205
King,Sammamish,WA,98075,2024,TESLA,MODEL 3,1,3,0,0,41,266850797,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032215
King,Renton,WA,98057,2022,TESLA,MODEL 3,1,3,0,0,37,217339020,-122.2171169 47.4762968,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025303
Snohomish,Lake Stevens,WA,98258,2018,TOYOTA,PRIUS PRIME,0,2,25,0,44,241618520,-122.0816912 48.0122934,PUGET SOUND ENERGY INC,53061052607
King,Shoreline,WA,98155,2016,NISSAN,LEAF,1,1,84,0,32,8194112,-122.301507 47.761784,CITY OF SEATTLEWACITY OF TACOMAWA,53033020401
King,Kent,WA,98042,2022,TESLA,MODEL Y,1,3,0,0,47,219184626,-122.1145138 47.3581107,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033031708
King,Redmond,WA,98052,2023,TESLA,MODEL X,1,3,0,0,45,223920000,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032323
King,Renton,WA,98055,2015,NISSAN,LEAF,1,1,84,0,11,185772877,-122.2003346 47.4487206,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029308
King,Kirkland,WA,98034,2020,TESLA,MODEL 3,1,1,266,0,45,228444730,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,0,2,25,0,11,240670349,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Sammamish,WA,98074,2019,TESLA,MODEL S,1,1,270,0,45,178570549,-122.0430602 47.6259676,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032225
King,Seattle,WA,98117,2019,NISSAN,LEAF,1,1,150,0,36,110345735,-122.377938 47.690166,CITY OF SEATTLEWACITY OF TACOMAWA,53033002900
Clark,Vancouver,WA,98683,2024,MERCEDES-BENZ,GLE-CLASS,0,1,48,0,17,266994913,-122.515805 45.604689,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041309
King,Kent,WA,98031,2017,TESLA,MODEL X,1,1,200,0,47,6179302,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029405
King,Bellevue,WA,98004,2022,TESLA,MODEL 3,1,3,0,0,41,213373408,-122.1872 47.61001,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023807
King,Bothell,WA,98011,2016,NISSAN,LEAF,1,1,84,0,1,265170167,-122.201408 47.754528,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033021905
King,Kirkland,WA,98034,2022,BMW,IX,1,3,0,0,1,206906934,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022203
Snohomish,Mukilteo,WA,98275,2021,BMW,X3,0,2,17,0,21,146907274,-122.29943 47.912654,PUGET SOUND ENERGY INC,53061041301
Clark,Vancouver,WA,98683,2023,TESLA,MODEL S,1,3,0,0,17,232977349,-122.515805 45.604689,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041309
King,Federal Way,WA,98003,2016,TESLA,MODEL S,1,1,210,0,30,103209032,-122.318442 47.315173,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030203
King,Kirkland,WA,98033,2022,VOLVO,XC90,0,2,18,0,48,180627562,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022702
King,Issaquah,WA,98027,2022,TESLA,MODEL Y,1,3,0,0,5,219543509,-122.0402383 47.5276876,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033025006
King,Federal Way,WA,98023,2021,VOLKSWAGEN,ID.4,1,3,0,0,30,161875430,-122.3581348 47.3097552,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033030310
King,Seattle,WA,98125,2021,JEEP,WRANGLER,0,2,21,0,46,175596641,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000102
King,Sammamish,WA,98075,2022,TESLA,MODEL Y,1,3,0,0,41,260044956,-122.0181135 47.5880568,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032211
King,Seattle,WA,98133,2017,CHEVROLET,BOLT EV,1,1,238,0,32,349771467,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033000402
King,Renton,WA,98058,2023,TESLA,MODEL Y,1,3,0,0,11,252691778,-122.1476337 47.4438471,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029304
King,Seattle,WA,98109,2018,TESLA,MODEL 3,1,1,215,0,36,474487443,-122.35022 47.63824,CITY OF SEATTLEWACITY OF TACOMAWA,53033007002
King,Seattle,WA,98177,2020,TESLA,MODEL 3,1,1,322,0,32,1858363,-122.3691687 47.7403542,CITY OF SEATTLEWACITY OF TACOMAWA,53033000500
King,Seattle,WA,98115,2023,AUDI,E-TRON,1,3,0,0,46,238838050,-122.3008235 47.6862671,CITY OF SEATTLEWACITY OF TACOMAWA,53033001900
King,Kirkland,WA,98034,2023,TESLA,MODEL 3,1,3,0,0,45,260835809,-122.2026532 47.7210518,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022005
King,Shoreline,WA,98133,2023,TOYOTA,RAV4 PRIME,0,1,42,0,32,251259424,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033020700
King,Bellevue,WA,98005,2023,VOLVO,XC40,1,3,0,0,48,263104488,-122.167394 47.614119,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033023701
King,Redmond,WA,98052,2023,RIVIAN,R1S,1,3,0,0,45,258007102,-122.13158 47.67858,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033032321
King,Seattle,WA,98125,2023,VOLKSWAGEN,ID.4,1,3,0,0,46,252630255,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000900
King,Seattle,WA,98112,2021,AUDI,E-TRON,1,3,0,0,43,141523560,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006400
King,Tukwila,WA,98188,2023,JEEP,GRAND CHEROKEE,0,2,25,0,11,240740097,-122.29179 47.43473,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028200
King,Kent,WA,98031,2024,TESLA,MODEL Y,1,3,0,0,47,267210569,-122.201564 47.402358,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033029405
King,Seattle,WA,98112,2021,TESLA,MODEL Y,1,3,0,0,43,170930406,-122.30207 47.64085,CITY OF SEATTLEWACITY OF TACOMAWA,53033006300
King,Kirkland,WA,98033,2024,KIA,SPORTAGE,0,1,34,0,45,261848695,-122.1925969 47.676241,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033022006
Clark,Vancouver,WA,98684,2022,TESLA,MODEL 3,1,3,0,0,17,201880031,-122.5241377 45.6278995,BONNEVILLE POWER ADMINISTRATIONPUD NO 1 OF CLARK COUNTYWA,53011041337
Kitsap,Bremerton,WA,98312,2016,CHEVROLET,VOLT,0,1,53,0,26,349618209,-122.6961203 47.5759584,PUGET SOUND ENERGY INC,53035081100
King,Seattle,WA,98125,2021,TESLA,MODEL 3,1,3,0,0,46,170842276,-122.30253 47.72656,CITY OF SEATTLEWACITY OF TACOMAWA,53033000800
King,Seatac,WA,98148,2024,KIA,NIRO,1,3,0,0,33,267281577,-122.3300442 47.4483434,PUGET SOUND ENERGY INCCITY OF TACOMAWA,53033028500
King,Seattle,WA,98115,2022,TESLA,MODEL Y,1,3,0,0,46,192457058,-122.3008235 47.6862671,CITY OF SEATTLEWACITY OF TACOMAWA,53033002000
King,Shoreline,WA,98133,2017,CHEVROLET,VOLT,0,1,53,0,32,124093749,-122.342434 47.736655,CITY OF SEATTLEWACITY OF TACOMAWA,53033020900
Kitsap,Kingston,WA,98346,2017,CHEVROLET,BOLT EV,1,1,238,0,23,477830503,-122.4977 47.79802,PUGET SOUND ENERGY INC,53035940000
